nct,interv,int_type,intervn,cnt1_int,cnt2_int_type
NCT00639769,Drug: irinotecan hydrochloride,Drug, irinotecan hydrochloride,2,2
NCT00640042,Drug: morphine sulfate extended release capsules,Drug, morphine sulfate extended release capsules,1,1
NCT00640315,"Drug: Riociguat (Adempas, BAY63-2521) 1.0 mg",Drug," Riociguat (Adempas, BAY63-2521) 1.0 mg",2,2
NCT00640315,"Drug: Riociguat (Adempas, BAY63-2521) 2.5 mg",Drug," Riociguat (Adempas, BAY63-2521) 2.5 mg",2,2
NCT00640328,Drug: Ofatumumab 100,Drug, Ofatumumab 100,4,4
NCT00640328,Drug: Ofatumumab 300,Drug, Ofatumumab 300,4,4
NCT00640328,Drug: Ofatumumab 700,Drug, Ofatumumab 700,4,4
NCT00640328,Drug: Placebo,Drug, Placebo,4,4
NCT00640393,Drug: Etanercept,Drug, Etanercept,2,1
NCT00640393,Device: nbUVB,Device, nbUVB,2,1
NCT00640510,Drug: Rapid Acting Intramuscular Olanzapine,Drug, Rapid Acting Intramuscular Olanzapine,2,2
NCT00640510,Drug: Isotonic sodium chloride solution,Drug, Isotonic sodium chloride solution,2,2
NCT00640562,Drug: Quetiapine Extended Release,Drug, Quetiapine Extended Release,2,2
NCT00640562,Drug: Risperidone,Drug, Risperidone,2,2
NCT00640601,Drug: Quetiapine Fumarate Extended- Release,Drug, Quetiapine Fumarate Extended- Release,1,1
NCT00640822,Drug: Calcipotriol plus hydrocortisone ointment vehicle,Drug, Calcipotriol plus hydrocortisone ointment vehicle,3,3
NCT00640822,Drug: Tacalcitol Ointment,Drug, Tacalcitol Ointment,3,3
NCT00640822,Drug: Calcipotriol plus hydrocortisone ointment,Drug, Calcipotriol plus hydrocortisone ointment,3,3
NCT00640835,Drug: Buprenorphine/naloxone Film Strip,Drug, Buprenorphine/naloxone Film Strip,2,2
NCT00640835,Drug: Buprenorphine/naloxone Film Strip,Drug, Buprenorphine/naloxone Film Strip,2,2
NCT00640926,Drug: Radezolid,Drug, Radezolid,3,3
NCT00640926,Drug: Radezolid,Drug, Radezolid,3,3
NCT00640926,Drug: Radezolid,Drug, Radezolid,3,3
NCT00640978,Drug: RAD001,Drug, RAD001,2,2
NCT00640978,Drug: Erlotinib,Drug, Erlotinib,2,2
NCT00641043,Drug: placebo + pioglitazone (30 mg),Drug, placebo + pioglitazone (30 mg),2,2
NCT00641043,Drug: Linagliptin + pioglitazone (30 mg),Drug, Linagliptin + pioglitazone (30 mg),2,2
NCT00641056,Drug: Exenatide Once Weekly,Drug, Exenatide Once Weekly,2,2
NCT00641056,Drug: Insulin Glargine,Drug, Insulin Glargine,2,2
NCT00641537,Drug: Cladribine,Drug, Cladribine,5,5
NCT00641537,Drug: Placebo,Drug, Placebo,5,5
NCT00641537,Drug: Cladribine,Drug, Cladribine,5,5
NCT00641537,Drug: Cladribine,Drug, Cladribine,5,5
NCT00641537,Drug: Placebo,Drug, Placebo,5,5
NCT00641563,Drug: Dexmedetomidine,Drug, Dexmedetomidine,3,3
NCT00641563,Drug: Midazolam,Drug, Midazolam,3,3
NCT00641563,Drug: Remifentanil,Drug, Remifentanil,3,3
NCT00641641,Drug: Tenofovir + emtricitabine + raltegravir.,Drug, Tenofovir + emtricitabine + raltegravir.,1,1
NCT00641667,Drug: Fentanyl,Drug, Fentanyl,1,1
NCT00641706,Drug: vorinostat,Drug, vorinostat,3,2
NCT00641706,Procedure: therapeutic conventional surgery,Procedure, therapeutic conventional surgery,3,1
NCT00641706,Drug: bortezomib,Drug, bortezomib,3,2
NCT00641719,Drug: Duloxetine hydrochloride,Drug, Duloxetine hydrochloride,2,2
NCT00641719,Drug: Duloxetine hydrochloride,Drug, Duloxetine hydrochloride,2,2
NCT00641745,Drug: Lurasidone HCl,Drug, Lurasidone HCl,2,2
NCT00641745,Drug: Risperidone,Drug, Risperidone,2,2
NCT00642174,Drug: prasugrel,Drug, prasugrel,2,2
NCT00642174,Drug: Clopidogrel,Drug, Clopidogrel,2,2
NCT00642278,Drug: Canagliflozin (JNJ-28431754),Drug, Canagliflozin (JNJ-28431754),3,3
NCT00642278,Drug: Sitagliptin,Drug, Sitagliptin,3,3
NCT00642278,Drug: Placebo,Drug, Placebo,3,3
NCT00642356,Drug: Carbidopa/levodopa/entacapone,Drug, Carbidopa/levodopa/entacapone,2,2
NCT00642356,Drug: Immediate release carbidopa/levodopa,Drug, Immediate release carbidopa/levodopa,2,2
NCT00642369,Drug: quetiapine fumarate,Drug, quetiapine fumarate,2,2
NCT00642369,Drug: haloperidol,Drug, haloperidol,2,2
NCT00642460,Drug: tocilizumab [RoActemra/Actemra],Drug, tocilizumab [RoActemra/Actemra],5,5
NCT00642460,Drug: Placebo,Drug, Placebo,5,5
NCT00642460,Drug: Non-steroidal anti-inflammatory drugs (NSAIDs),Drug, Non-steroidal anti-inflammatory drugs (NSAIDs),5,5
NCT00642460,Drug: methotrexate,Drug, methotrexate,5,5
NCT00642460,Drug: corticosteroids,Drug, corticosteroids,5,5
NCT00642603,Drug: capecitabine [Xeloda],Drug, capecitabine [Xeloda],5,5
NCT00642603,Drug: capecitabine [Xeloda],Drug, capecitabine [Xeloda],5,5
NCT00642603,Drug: bevacizumab [Avastin],Drug, bevacizumab [Avastin],5,5
NCT00642603,Drug: oxaliplatin,Drug, oxaliplatin,5,5
NCT00642603,Drug: irinotecan,Drug, irinotecan,5,5
NCT00642616,Drug: Technosphere® Insulin,Drug, Technosphere® Insulin,2,2
NCT00642616,Drug: Usual Care,Drug, Usual Care,2,2
NCT00642694,Drug: Escitalopram,Drug, Escitalopram,3,2
NCT00642694,Drug: Ramelteon,Drug, Ramelteon,3,2
NCT00642694,Other: Placebo,Other, Placebo,3,1
NCT00642707,Drug: PRO 140 (humanized monoclonal antibody to CCR5),Drug, PRO 140 (humanized monoclonal antibody to CCR5),2,2
NCT00642707,Drug: Placebo Comparator,Drug, Placebo Comparator,2,2
NCT00642746,Drug: Erlotinib,Drug, Erlotinib,5,5
NCT00642746,Drug: Fluorouracil,Drug, Fluorouracil,5,5
NCT00642746,Drug: Leucovorin,Drug, Leucovorin,5,5
NCT00642746,Drug: Oxaliplatin,Drug, Oxaliplatin,5,5
NCT00642746,Drug: Irinotecan,Drug, Irinotecan,5,5
NCT00642811,Drug: Ticagrelor,Drug, Ticagrelor,3,3
NCT00642811,Drug: Clopidogrel,Drug, Clopidogrel,3,3
NCT00642811,Drug: Aspirin,Drug, Aspirin,3,3
NCT00643097,Biological: PEP-3 vaccine,Biological, PEP-3 vaccine,3,2
NCT00643097,Biological: sargramostim,Biological, sargramostim,3,2
NCT00643097,Drug: Temozolomide,Drug, Temozolomide,3,1
NCT00643201,Drug: Enoxaparin,Drug, Enoxaparin,6,6
NCT00643201,Drug: warfarin,Drug, warfarin,6,6
NCT00643201,Drug: Placebo for apixaban,Drug, Placebo for apixaban,6,6
NCT00643201,Drug: Placebo for enoxaparin,Drug, Placebo for enoxaparin,6,6
NCT00643201,Drug: Placebo for warfarin,Drug, Placebo for warfarin,6,6
NCT00643201,Drug: apixaban,Drug, apixaban,6,6
NCT00643448,Drug: AZD1305,Drug, AZD1305,3,3
NCT00643448,Drug: AZD1305,Drug, AZD1305,3,3
NCT00643448,Drug: Placebo,Drug, Placebo,3,3
NCT00643565,Drug: Standard chemotherapy,Drug, Standard chemotherapy,2,2
NCT00643565,Drug: bevacizumab [Avastin],Drug, bevacizumab [Avastin],2,2
NCT00643578,Drug: formoterol,Drug, formoterol,3,2
NCT00643578,Drug: formoterol,Drug, formoterol,3,2
NCT00643578,Device: Dry Powder Inhaler (Twisthaler),Device, Dry Powder Inhaler (Twisthaler),3,1
NCT00643604,Drug: treprostinil sodium,Drug, treprostinil sodium,1,1
NCT00643760,Drug: Placebo,Drug, Placebo,5,5
NCT00643760,Drug: GEn 1200mg/day,Drug, GEn 1200mg/day,5,5
NCT00643760,Drug: GEn 2400mg/day,Drug, GEn 2400mg/day,5,5
NCT00643760,Drug: GEn 3600mg/day,Drug, GEn 3600mg/day,5,5
NCT00643760,Drug: Pregabalin,Drug, Pregabalin,5,5
NCT00644280,Drug: Ranibizumab,Drug, Ranibizumab,1,1
NCT00644332,Drug: Ranolazine,Drug, Ranolazine,1,1
NCT00644592,Drug: Fenofibrate capsule daily for 4 weeks,Drug, Fenofibrate capsule daily for 4 weeks,2,2
NCT00644592,Drug: Fenofibrate,Drug, Fenofibrate,2,2
NCT00644657,Drug: Clopidogrel,Drug, Clopidogrel,1,1
NCT00644787,Drug: Fentanyl 1-day transdermal patch (Titration Phase),Drug, Fentanyl 1-day transdermal patch (Titration Phase),5,5
NCT00644787,Drug: Fentanyl 1-day transdermal patch (Double Blind Phase),Drug, Fentanyl 1-day transdermal patch (Double Blind Phase),5,5
NCT00644787,Drug: Fentanyl 3-day transdermal patch (Double Blind Phase),Drug, Fentanyl 3-day transdermal patch (Double Blind Phase),5,5
NCT00644787,Drug: Placebo,Drug, Placebo,5,5
NCT00644787,Drug: Placebo,Drug, Placebo,5,5
NCT00644917,Drug: Xenaderm,Drug, Xenaderm,2,2
NCT00644917,Drug: Placebo,Drug, Placebo,2,2
NCT00644969,Drug: placebo,Drug, placebo,2,2
NCT00644969,"Drug: varenicline (CP-526,555)",Drug," varenicline (CP-526,555)",2,2
NCT00645099,Drug: olanzapine,Drug, olanzapine,2,2
NCT00645099,Drug: paliperidone ER,Drug, paliperidone ER,2,2
NCT00645164,Other: Ointment Vehicle,Other, Ointment Vehicle,2,1
NCT00645164,Drug: Xenaderm,Drug, Xenaderm,2,1
NCT00645333,"Drug: MK-0752, Docetaxel, Pegfilgrastim",Drug," MK-0752, Docetaxel, Pegfilgrastim",1,1
NCT00645593,"Drug: Gemcitabine,",Drug," Gemcitabine,",3,3
NCT00645593,Drug: Cisplatin,Drug, Cisplatin,3,3
NCT00645593,Drug: Cetuximab,Drug, Cetuximab,3,3
NCT00645671,Drug: 0.5% Loteprednol Etabonate Ophthalmic Ointment,Drug, 0.5% Loteprednol Etabonate Ophthalmic Ointment,2,2
NCT00645671,Drug: Vehicle of Loteprednol Etabonate Ophthalmic Ointment,Drug, Vehicle of Loteprednol Etabonate Ophthalmic Ointment,2,2
NCT00645788,"Drug: Ciprofloxacin (Cipro Inhale, BAYQ3939)",Drug," Ciprofloxacin (Cipro Inhale, BAYQ3939)",4,4
NCT00645788,Drug: Placebo,Drug, Placebo,4,4
NCT00645788,"Drug: Ciprofloxacin (Cipro Inhale, BAYQ3939)",Drug," Ciprofloxacin (Cipro Inhale, BAYQ3939)",4,4
NCT00645788,Drug: Placebo,Drug, Placebo,4,4
NCT00645853,Drug: AZD0837,Drug, AZD0837,2,2
NCT00645853,Drug: VKA INR 2-3,Drug, VKA INR 2-3,2,2
NCT00645944,Drug: Eszopiclone,Drug, Eszopiclone,2,2
NCT00645944,Drug: Placebo,Drug, Placebo,2,2
NCT00646282,Drug: doxercalciferol,Drug, doxercalciferol,1,1
NCT00646399,Drug: Placebo,Drug, Placebo,2,2
NCT00646399,Drug: Pagibaximab 50 mg/mL,Drug, Pagibaximab 50 mg/mL,2,2
NCT00646581,Drug: Placebo,Drug, Placebo,2,2
NCT00646581,Drug: Insulin (Humulin),Drug, Insulin (Humulin),2,2
NCT00646646,Drug: propofol,Drug, propofol,4,4
NCT00646646,Drug: dexmedetomidine,Drug, dexmedetomidine,4,4
NCT00646646,Drug: Midazolam,Drug, Midazolam,4,4
NCT00646646,Drug: saline placebo,Drug, saline placebo,4,4
NCT00646763,"Drug: G-CSF, GM-CSF administered at extremities",Drug," G-CSF, GM-CSF administered at extremities",2,2
NCT00646763,Drug: G-CSF and GMCSF administered at abdomen,Drug, G-CSF and GMCSF administered at abdomen,2,2
NCT00646776,Drug: Rifabutin,Drug, Rifabutin,2,2
NCT00646776,Drug: Rifabutin + Atazanavir + Ritonavir,Drug, Rifabutin + Atazanavir + Ritonavir,2,2
NCT00646958,Drug: Radezolid,Drug, Radezolid,3,3
NCT00646958,Drug: Radezolid,Drug, Radezolid,3,3
NCT00646958,Drug: Linezolid,Drug, Linezolid,3,3
NCT00647270,Drug: adalimumab,Drug, adalimumab,3,3
NCT00647270,Drug: Placebo,Drug, Placebo,3,3
NCT00647270,Drug: adalimumab,Drug, adalimumab,3,3
NCT00647556,"Drug: adapalene gel, 0.3%",Drug," adapalene gel, 0.3%",2,2
NCT00647556,Drug: tretinoin 0.05% emollient cream,Drug, tretinoin 0.05% emollient cream,2,2
NCT00648037,Drug: Rituximab,Drug, Rituximab,1,1
NCT00648167,Drug: ferric citrate,Drug, ferric citrate,1,1
NCT00648895,Drug: Nebivolol,Drug, Nebivolol,2,2
NCT00648895,Drug: Metoprolol ER (TM),Drug, Metoprolol ER (TM),2,2
NCT00648908,Drug: Fampridine-SR,Drug, Fampridine-SR,1,1
NCT00649220,Drug: Memantine,Drug, Memantine,1,1
NCT00649389,Drug: Olmesartan medoxomil,Drug, Olmesartan medoxomil,3,3
NCT00649389,Drug: Amlodipine,Drug, Amlodipine,3,3
NCT00649389,Drug: Hydrochlorothiazide,Drug, Hydrochlorothiazide,3,3
NCT00649792,Drug: Fampridine-SR,Drug, Fampridine-SR,1,1
NCT00649961,Drug: Melatonin injection,Drug, Melatonin injection,1,1
NCT00650078,Drug: MR prednisone,Drug, MR prednisone,2,2
NCT00650078,Drug: Placebo,Drug, Placebo,2,2
NCT00650091,Drug: N-acetylcysteine (NAC),Drug, N-acetylcysteine (NAC),2,2
NCT00650091,Drug: Placebo,Drug, Placebo,2,2
NCT00650104,Drug: Ropinirole XL (formerly CR),Drug, Ropinirole XL (formerly CR),1,1
NCT00650806,Drug: Canagliflozin (JNJ-28431754),Drug, Canagliflozin (JNJ-28431754),2,2
NCT00650806,Drug: Placebo,Drug, Placebo,2,2
NCT00650845,Drug: Dotarem®-enhanced MRI,Drug, Dotarem®-enhanced MRI,2,1
NCT00650845,Other: non-enhanced MRI,Other, non-enhanced MRI,2,1
NCT00650858,"Drug: tissue plasminogen activator, rt-PA (thrombolytic) (Cathflo)",Drug," tissue plasminogen activator, rt-PA (thrombolytic) (Cathflo)",1,1
NCT00651118,Drug: Placebo,Drug, Placebo,4,4
NCT00651118,Drug: azelastine Hcl,Drug, azelastine Hcl,4,4
NCT00651118,Drug: azelastineHcl / fluticasone propionate,Drug, azelastineHcl / fluticasone propionate,4,4
NCT00651118,Drug: fluticasone propionate,Drug, fluticasone propionate,4,4
NCT00651313,Drug: Lidocaine,Drug, Lidocaine,2,2
NCT00651313,Drug: Placebo,Drug, Placebo,2,2
NCT00651482,Drug: Everolimus,Drug, Everolimus,2,2
NCT00651482,Drug: Bevacizumab,Drug, Bevacizumab,2,2
NCT00651755,Drug: Aprepitant,Drug, Aprepitant,7,7
NCT00651755,Drug: Cyclophosphamide,Drug, Cyclophosphamide,7,7
NCT00651755,Drug: Doxorubicin,Drug, Doxorubicin,7,7
NCT00651755,Drug: Vincristine,Drug, Vincristine,7,7
NCT00651755,Drug: Prednisone,Drug, Prednisone,7,7
NCT00651755,Drug: Rituximab,Drug, Rituximab,7,7
NCT00651755,Drug: Ondansetron,Drug, Ondansetron,7,7
NCT00651820,Drug: Collagenase Santyl,Drug, Collagenase Santyl,2,2
NCT00651820,Drug: Collagenase Santyl Vehicle,Drug, Collagenase Santyl Vehicle,2,2
NCT00652028,"Drug: Dexmedetomidine, midazolam; fentanyl",Drug," Dexmedetomidine, midazolam; fentanyl",1,1
NCT00652145,Drug: mesalamine,Drug, mesalamine,1,1
NCT00652327,"Drug: Ezetimibe + Statin (simvastatin, atorvastatin, or pravastatin)",Drug," Ezetimibe + Statin (simvastatin, atorvastatin, or pravastatin)",2,2
NCT00652327,"Drug: Double Statin (simvastatin, atorvastatin, or pravastatin)",Drug," Double Statin (simvastatin, atorvastatin, or pravastatin)",2,2
NCT00652340,Drug: apricoxib/erlotinib,Drug, apricoxib/erlotinib,2,2
NCT00652340,Drug: erlotinib/placebo,Drug, erlotinib/placebo,2,2
NCT00652366,"Drug: Erlotinib, escalating dose",Drug," Erlotinib, escalating dose",3,3
NCT00652366,"Drug: Erlotinib, standard dose",Drug," Erlotinib, standard dose",3,3
NCT00652366,Drug: Gemcitabine,Drug, Gemcitabine,3,3
NCT00652626,Drug: azacitidine,Drug, azacitidine,1,1
NCT00652899,Biological: Allopurinol,Biological, Allopurinol,6,3
NCT00652899,Drug: Cyclophosphamide,Drug, Cyclophosphamide,6,2
NCT00652899,Drug: Fludarabine phosphate,Drug, Fludarabine phosphate,6,2
NCT00652899,Radiation: total-body irradiation,Radiation, total-body irradiation,6,1
NCT00652899,Biological: Allogeneic natural killer cells,Biological, Allogeneic natural killer cells,6,3
NCT00652899,Biological: Aldesleukin,Biological, Aldesleukin,6,3
NCT00653224,Drug: levocetirizine dihydrochloride,Drug, levocetirizine dihydrochloride,2,2
NCT00653224,Drug: placebo,Drug, placebo,2,2
NCT00653328,Drug: atrasentan hydrochloride,Drug, atrasentan hydrochloride,2,2
NCT00653328,Drug: doxil,Drug, doxil,2,2
NCT00653523,Drug: Ezetimibe,Drug, Ezetimibe,2,2
NCT00653523,Drug: Simvastatin,Drug, Simvastatin,2,2
NCT00653939,Drug: Fosbretabulin,Drug, Fosbretabulin,4,4
NCT00653939,Drug: Carboplatin,Drug, Carboplatin,4,4
NCT00653939,Drug: Paclitaxel,Drug, Paclitaxel,4,4
NCT00653939,Drug: Bevacizumab,Drug, Bevacizumab,4,4
NCT00654030,Drug: 1650-G Vaccine,Drug, 1650-G Vaccine,1,1
NCT00654095,Drug: Ezetimibe,Drug, Ezetimibe,2,2
NCT00654095,Drug: atorvastatin,Drug, atorvastatin,2,2
NCT00654147,Drug: Raltegravir & Lopinavir/ritonavir,Drug, Raltegravir & Lopinavir/ritonavir,2,2
NCT00654147,Drug: Raltegravir and emtricitabine/tenofovir,Drug, Raltegravir and emtricitabine/tenofovir,2,2
NCT00654186,Drug: Revlimid,Drug, Revlimid,1,1
NCT00654329,Drug: Saline,Drug, Saline,4,4
NCT00654329,Drug: Fentanyl,Drug, Fentanyl,4,4
NCT00654329,Drug: Dexmedetomidine,Drug, Dexmedetomidine,4,4
NCT00654329,Drug: Dexmedetomidine,Drug, Dexmedetomidine,4,4
NCT00654368,Biological: Etanercept,Biological, Etanercept,2,1
NCT00654368,Drug: Methotrexate,Drug, Methotrexate,2,1
NCT00654381,Drug: BI 1356,Drug, BI 1356,5,5
NCT00654381,Drug: BI 1356,Drug, BI 1356,5,5
NCT00654381,Drug: voglibose placebo,Drug, voglibose placebo,5,5
NCT00654381,Drug: BI 1356 placebo,Drug, BI 1356 placebo,5,5
NCT00654381,Drug: voglibose,Drug, voglibose,5,5
NCT00654498,Drug: Pramipexole,Drug, Pramipexole,2,2
NCT00654498,Drug: Placebo,Drug, Placebo,2,2
NCT00654511,Drug: Fentanyl,Drug, Fentanyl,4,4
NCT00654511,Drug: Fentanyl,Drug, Fentanyl,4,4
NCT00654511,Drug: Dexmedetomidine,Drug, Dexmedetomidine,4,4
NCT00654511,Drug: Dexmedetomidine,Drug, Dexmedetomidine,4,4
NCT00654628,Drug: ezetimibe (+) simvastatin,Drug, ezetimibe (+) simvastatin,1,1
NCT00654745,Drug: Amlodipine,Drug, Amlodipine,3,3
NCT00654745,Drug: amlodipine / olmesartan medoxomil combination,Drug, amlodipine / olmesartan medoxomil combination,3,3
NCT00654745,Drug: Hydrochlorothiazide,Drug, Hydrochlorothiazide,3,3
NCT00654784,Drug: idebenone,Drug, idebenone,2,2
NCT00654784,Drug: placebo,Drug, placebo,2,2
NCT00654875,Drug: Aliskiren,Drug, Aliskiren,2,2
NCT00654875,Drug: Placebo to Aliskiren,Drug, Placebo to Aliskiren,2,2
NCT00654927,Drug: Fampridine-SR b.i.d. (Twice Daily),Drug, Fampridine-SR b.i.d. (Twice Daily),1,1
NCT00654940,Drug: Pregabalin (Lyrica),Drug, Pregabalin (Lyrica),2,2
NCT00654940,Drug: Placebo,Drug, Placebo,2,2
NCT00654953,Drug: sertraline,Drug, sertraline,3,3
NCT00654953,Drug: Placebo,Drug, Placebo,3,3
NCT00654953,Drug: gabapentin,Drug, gabapentin,3,3
NCT00654992,Drug: Erythropoietin-Beta,Drug, Erythropoietin-Beta,2,2
NCT00654992,Drug: Normal Saline,Drug, Normal Saline,2,2
NCT00655083,Drug: Nepadutant,Drug, Nepadutant,2,2
NCT00655083,Drug: Nepadutant,Drug, Nepadutant,2,2
NCT00655486,Drug: lacosamide,Drug, lacosamide,1,1
NCT00655551,Drug: lacosamide,Drug, lacosamide,3,3
NCT00655551,Drug: lacosamide,Drug, lacosamide,3,3
NCT00655551,Drug: lacosamide,Drug, lacosamide,3,3
NCT00655564,Drug: Alefacept,Drug, Alefacept,1,1
NCT00655629,"Drug: Vardenafil ODT (STAXYN, BAY38-9456)",Drug," Vardenafil ODT (STAXYN, BAY38-9456)",2,2
NCT00655629,Drug: Placebo,Drug, Placebo,2,2
NCT00655642,Drug: Ondansetron,Drug, Ondansetron,4,4
NCT00655642,Drug: Metoclopramide,Drug, Metoclopramide,4,4
NCT00655642,Drug: Promethazine,Drug, Promethazine,4,4
NCT00655642,Drug: Normal Saline,Drug, Normal Saline,4,4
NCT00655668,Drug: Lenalidomide,Drug, Lenalidomide,1,1
NCT00655733,Drug: HMPL004,Drug, HMPL004,2,2
NCT00655733,Drug: Placebo,Drug, Placebo,2,2
NCT00655746,Drug: Dasatinib + Omeprazole,Drug, Dasatinib + Omeprazole,1,1
NCT00655824,Drug: ofatumumab,Drug, ofatumumab,1,1
NCT00655863,Drug: Alogliptin and Pioglitazone,Drug, Alogliptin and Pioglitazone,3,3
NCT00655863,Drug: Alogliptin,Drug, Alogliptin,3,3
NCT00655863,Drug: Placebo,Drug, Placebo,3,3
NCT00656136,Drug: placebo,Drug, placebo,2,2
NCT00656136,Drug: BIBW 2992,Drug, BIBW 2992,2,2
NCT00656175,Drug: raltegravir,Drug, raltegravir,1,1
NCT00656201,Drug: Crinone 8% Vaginal Gel,Drug, Crinone 8% Vaginal Gel,2,2
NCT00656201,Drug: Intramuscular Progesterone,Drug, Intramuscular Progesterone,2,2
NCT00656370,Drug: recombinant human hyaluronidase,Drug, recombinant human hyaluronidase,1,1
NCT00656448,Drug: Procrit,Drug, Procrit,1,1
NCT00656474,Drug: Placebo gel,Drug, Placebo gel,2,2
NCT00656474,Drug: GLYC-101 gel (1.0 %),Drug, GLYC-101 gel (1.0 %),2,2
NCT00656617,Drug: Idarubicin,Drug, Idarubicin,3,3
NCT00656617,Drug: Cytarabine,Drug, Cytarabine,3,3
NCT00656617,Drug: Vorinostat,Drug, Vorinostat,3,3
NCT00656669,Drug: sunitinib alone,Drug, sunitinib alone,3,3
NCT00656669,Drug: sunitinib plus paclitaxel,Drug, sunitinib plus paclitaxel,3,3
NCT00656669,Drug: doxorubicin and cyclophosphamide,Drug, doxorubicin and cyclophosphamide,3,3
NCT00656799,Drug: sugammadex,Drug, sugammadex,2,2
NCT00656799,Drug: Rocuronium,Drug, Rocuronium,2,2
NCT00656851,Drug: Pioglitazone,Drug, Pioglitazone,2,1
NCT00656851,Behavioral: Exercise Training,Behavioral, Exercise Training,2,1
NCT00656916,Drug: Fluticasone Propionate,Drug, Fluticasone Propionate,1,1
NCT00656968,Drug: 10-day sequential treatment,Drug, 10-day sequential treatment,2,2
NCT00656968,Drug: 10-day concomitant therapy,Drug, 10-day concomitant therapy,2,2
NCT00657020,Drug: Nicotine,Drug, Nicotine,2,2
NCT00657020,Drug: Placebo,Drug, Placebo,2,2
NCT00657046,Drug: Droxidopa,Drug, Droxidopa,2,2
NCT00657046,Drug: Placebo,Drug, Placebo,2,2
NCT00657150,Drug: Enoxaparin,Drug, Enoxaparin,2,2
NCT00657150,Drug: Dabigatran etexilate,Drug, Dabigatran etexilate,2,2
NCT00657267,Drug: Temozolomide,Drug, Temozolomide,1,1
NCT00657280,Drug: Sitagliptin,Drug, Sitagliptin,1,1
NCT00657358,Drug: Lidocaine,Drug, Lidocaine,1,1
NCT00657553,Drug: Bortezomib,Drug, Bortezomib,1,1
NCT00658320,Drug: Everolimus,Drug, Everolimus,5,5
NCT00658320,Drug: Mycophenolate mofetil (MMF),Drug, Mycophenolate mofetil (MMF),5,5
NCT00658320,Drug: Basiliximab,Drug, Basiliximab,5,5
NCT00658320,Drug: Cyclosporine A,Drug, Cyclosporine A,5,5
NCT00658320,Drug: Corticosteroid,Drug, Corticosteroid,5,5
NCT00658333,Drug: Enteric-coated Mycophenolate Acid (EC-MPA),Drug, Enteric-coated Mycophenolate Acid (EC-MPA),4,4
NCT00658333,Drug: Mycophenolate Mofetil (MMF),Drug, Mycophenolate Mofetil (MMF),4,4
NCT00658333,Drug: Placebo MMF,Drug, Placebo MMF,4,4
NCT00658333,Drug: Placebo EC-MPA,Drug, Placebo EC-MPA,4,4
NCT00658411,Drug: deferoxamine,Drug, deferoxamine,1,1
NCT00658528,Drug: Rabeprazole sodium,Drug, Rabeprazole sodium,2,2
NCT00658528,Drug: Esomeprazole,Drug, Esomeprazole,2,2
NCT00658541,Drug: Zolpidem Tartrate 10 mg tablet,Drug, Zolpidem Tartrate 10 mg tablet,2,2
NCT00658541,Drug: Zolpidem Tartrate 10 mg tablet (Ambien®),Drug, Zolpidem Tartrate 10 mg tablet (Ambien®),2,2
NCT00658567,Drug: Pimavanserin tartrate (ACP-103),Drug, Pimavanserin tartrate (ACP-103),3,3
NCT00658567,Drug: Pimavanserin tartrate (ACP-103),Drug, Pimavanserin tartrate (ACP-103),3,3
